txn_id,amount_usd,merchant_cat,country,user_age,acct_age_days,txn_hour,device,prior_fraud_flags,velocity_24h,avg_txn_usd,distance_km,is_weekend,is_fraud
T0329,35.88,Electronics,NG,61,297,6,Mobile,0,3,11.37,79.5,No,0
T0330,17.07,Grocery,US,40,192,12,Mobile,0,5,13.71,63.1,No,0
T0331,90.89,Electronics,RU,45,31,16,Web,0,3,80.67,41.1,No,0
T0332,60.98,Restaurant,UK,19,362,12,Web,1,4,48.67,77.3,No,0
T0333,46.45,Grocery,BR,63,808,12,Mobile,0,2,57.07,46.2,No,0
T0334,11.0,Grocery,US,23,463,9,Mobile,0,2,5.0,163.4,No,0
T0335,59.99,Grocery,RU,50,192,5,Mobile,0,3,18.52,110.1,No,1
T0336,19.06,Grocery,US,26,54,4,Web,0,1,15.02,43.0,No,0
T0337,13.58,Other,CN,30,677,9,Mobile,1,5,23.68,27.7,Yes,0
T0338,14.53,Restaurant,US,47,1137,13,Mobile,0,3,12.53,11.0,Yes,0
T0339,65.56,Electronics,US,50,196,10,Web,0,3,97.84,14.0,No,0
T0340,57.97,Grocery,RU,22,521,4,ATM,0,1,72.55,12.3,Yes,0
T0341,37.16,Travel,BR,51,211,3,Mobile,0,1,21.39,111.1,No,1
T0342,5.0,Electronics,UK,50,279,2,Mobile,0,3,5.0,124.3,No,0
T0343,107.46,Grocery,US,26,724,13,Mobile,0,2,118.34,19.3,No,0
T0344,85.62,Electronics,US,57,34,12,Mobile,0,3,114.81,60.5,No,0
T0345,21.07,Electronics,Other,20,302,23,Web,0,2,12.56,6.7,No,0
T0346,142.77,Restaurant,RU,30,96,22,Mobile,0,0,115.15,41.2,No,0
T0347,13.71,Restaurant,BR,43,166,4,Web,1,1,28.3,17.8,No,0
T0348,40.1,Grocery,US,27,413,11,Web,2,1,53.98,150.4,No,0
T0349,40.69,Electronics,US,41,11,22,Mobile,0,1,53.17,7.3,No,0
T0350,46.34,Restaurant,UK,40,360,9,Web,0,3,34.76,7.3,No,0
T0351,9.1,Travel,BR,35,133,1,Mobile,0,2,9.58,73.8,Yes,0
T0352,7.62,Other,US,47,442,6,Mobile,0,4,5.0,18.7,Yes,0
T0353,33.38,Restaurant,NG,35,61,6,ATM,3,2,62.26,14.7,No,1
T0354,15.24,Grocery,US,40,532,3,Web,1,3,5.15,11.8,No,1
T0355,50.98,Grocery,US,51,414,11,Web,0,1,5.0,14.6,No,0
T0356,41.54,Restaurant,US,47,1419,23,Web,1,2,34.52,226.0,No,0
T0357,138.03,Grocery,US,47,968,3,Mobile,0,3,182.36,30.2,No,0
T0358,134.28,Travel,US,24,133,6,ATM,0,1,120.97,14.4,No,0
T0359,38.52,Other,US,44,11,19,Mobile,0,3,33.2,3.3,Yes,0
T0360,162.59,Travel,US,27,426,12,Web,0,1,172.79,6.5,No,0
T0361,45.08,Electronics,BR,22,369,7,ATM,3,1,69.61,53.5,Yes,0
T0362,35.09,Restaurant,US,37,11,13,Web,0,2,28.75,15.1,No,0
T0363,201.76,Electronics,US,27,52,2,Mobile,0,3,137.99,40.6,No,0
T0364,14.16,Travel,US,47,351,1,Web,0,1,5.0,40.2,No,0
T0365,7.77,Other,US,47,971,9,Web,0,1,5.0,22.5,Yes,0
T0366,29.01,Electronics,RU,18,947,5,Web,0,4,30.32,62.5,No,0
T0367,44.06,Other,US,28,65,22,Web,0,2,37.82,1.7,No,0
T0368,68.59,Other,RU,20,194,6,Mobile,0,0,33.81,27.0,No,0
T0369,11.72,Grocery,UK,32,17,15,Mobile,0,2,5.0,28.5,No,0
T0370,31.24,Grocery,US,43,253,5,Web,0,1,35.44,6.6,No,0
T0371,10.8,Grocery,US,35,559,15,Mobile,0,2,50.12,0.8,Yes,0
T0372,27.47,Grocery,US,30,624,23,Web,0,4,38.97,38.2,No,0
T0373,139.64,Grocery,US,53,276,11,Mobile,0,3,180.29,17.5,Yes,0
T0374,42.35,Restaurant,RU,18,40,21,Mobile,0,0,37.59,134.5,Yes,0
T0375,14.13,Grocery,UK,52,192,14,Mobile,0,2,21.77,61.2,No,0
T0376,5.12,Electronics,US,31,1075,21,Mobile,0,2,5.0,4.6,No,0
T0377,25.29,Restaurant,US,37,104,2,Web,0,3,46.1,53.3,Yes,0
T0378,35.86,Grocery,US,31,154,15,Web,0,2,30.39,104.1,Yes,0
T0379,36.73,Restaurant,UK,56,549,17,Mobile,0,1,42.73,157.2,No,0
T0380,9.75,Grocery,US,23,529,14,Web,2,1,5.0,18.7,No,0
T0381,44.24,Grocery,US,38,973,22,Web,0,1,36.17,28.8,Yes,0
T0382,6.09,Restaurant,US,44,196,5,Web,0,3,23.55,51.8,Yes,0
T0383,41.24,Restaurant,IN,18,289,16,Mobile,0,2,43.97,120.1,No,0
T0384,31.36,Other,NG,26,251,1,Mobile,0,1,21.75,56.4,No,0
T0385,70.84,Restaurant,US,36,1051,1,Mobile,0,1,57.26,24.2,No,0
T0386,110.31,Restaurant,US,27,586,16,Mobile,0,3,97.31,4.7,No,0
T0387,5.0,Grocery,Other,28,712,18,ATM,0,3,19.76,7.8,No,0
T0388,71.28,Grocery,US,33,57,4,ATM,0,0,61.27,39.7,No,0
T0389,105.51,Restaurant,UK,45,627,3,Web,0,1,94.34,13.6,Yes,0
T0390,72.69,Restaurant,US,33,226,17,Mobile,0,1,85.23,29.9,No,0
T0391,21.3,Other,UK,50,9,7,Mobile,0,2,45.38,26.2,Yes,0
T0392,109.49,Electronics,US,26,24,8,Web,0,0,83.13,42.3,No,0
T0393,20.9,Electronics,Other,22,453,23,Mobile,0,1,5.0,20.3,Yes,0
T0394,12.37,Restaurant,IN,61,186,22,ATM,0,1,36.72,30.9,No,0
T0395,35.93,Electronics,RU,30,810,17,Mobile,0,3,53.46,43.6,No,0
T0396,32.53,Other,IN,22,530,21,Mobile,0,3,13.78,45.1,No,0
T0397,87.59,Other,UK,18,8,10,ATM,0,3,109.8,31.5,No,0
T0398,18.51,Electronics,US,50,464,15,ATM,0,2,17.3,62.6,No,0
T0399,41.93,Restaurant,NG,33,85,15,Web,0,2,27.76,24.7,No,0
T0400,11.62,Restaurant,Other,34,219,3,Mobile,0,0,7.07,77.6,No,0
T0401,139.18,Grocery,US,36,392,20,Web,0,2,156.02,208.7,Yes,0
T0402,65.81,Other,CN,50,824,8,Mobile,0,2,103.87,71.2,Yes,0
T0403,5.0,Travel,UK,35,243,12,Mobile,0,3,5.0,75.7,Yes,0
T0404,120.45,Restaurant,US,66,661,19,Mobile,0,3,86.57,102.9,No,0
T0405,43.06,Electronics,US,39,611,7,Web,4,3,37.05,5.5,No,0
T0406,40.01,Other,US,50,214,10,Mobile,2,0,68.81,41.2,No,0
T0407,220.35,Electronics,US,47,278,20,Web,0,1,145.0,55.7,No,0
T0408,7.13,Grocery,US,37,482,8,Web,0,1,7.67,123.4,No,0
T0409,56.48,Other,US,30,12,17,Web,0,1,58.3,89.6,No,0
T0410,25.65,Grocery,US,41,885,19,Mobile,0,1,39.6,24.6,No,0
T0411,14.67,Electronics,US,44,587,2,Mobile,1,2,5.0,18.7,No,0
T0412,140.32,Other,Other,31,114,22,Web,0,1,116.83,17.6,Yes,0
T0413,15.23,Other,US,39,1589,17,Web,0,2,8.39,14.4,No,0
T0414,20.26,Travel,US,52,79,18,Web,0,1,32.32,18.5,No,0
T0415,49.26,Restaurant,US,62,981,8,Mobile,0,1,34.96,66.2,No,0
T0416,121.06,Electronics,US,48,156,23,Mobile,0,5,129.3,6.1,No,0
T0417,26.54,Grocery,RU,60,576,17,Mobile,0,0,13.16,66.3,No,0
T0418,82.29,Electronics,UK,30,243,21,Mobile,0,1,61.22,10.8,No,0
T0419,197.29,Restaurant,RU,46,533,15,Mobile,0,3,116.01,48.9,No,0
T0420,215.48,Restaurant,US,54,67,13,Mobile,0,0,232.33,45.3,No,0
T0421,126.38,Restaurant,UK,27,125,18,Web,0,0,115.64,44.9,Yes,0
T0422,126.3,Restaurant,US,32,42,21,Web,0,4,148.08,18.6,Yes,0
T0423,97.8,Grocery,US,58,801,14,Web,0,2,81.9,8.1,No,0
T0424,9.7,Travel,US,26,140,20,ATM,0,1,5.0,78.5,Yes,0
T0425,55.12,Grocery,US,21,474,3,Web,0,0,66.38,13.8,No,0
T0426,56.54,Travel,US,56,686,11,Mobile,0,0,68.98,4.1,No,0
T0427,65.2,Electronics,US,52,926,6,Mobile,0,1,99.93,8.6,Yes,0
T0428,15.31,Other,Other,43,44,10,Mobile,0,1,17.33,6.1,No,0
T0429,65.37,Electronics,US,37,894,6,Web,0,4,52.39,62.7,No,0
T0430,101.9,Grocery,US,32,87,19,Mobile,0,2,76.54,68.4,Yes,0
T0431,48.55,Grocery,US,41,534,2,Mobile,0,2,76.73,20.6,No,0
T0432,12.64,Restaurant,UK,56,522,3,Mobile,0,2,5.0,72.4,No,0
T0433,20.27,Restaurant,US,40,3,1,ATM,0,1,5.0,91.1,No,0
T0434,54.83,Grocery,NG,64,99,19,Web,0,0,59.28,32.4,No,0
T0435,42.44,Grocery,Other,27,270,14,Mobile,0,0,31.45,87.7,Yes,0
T0436,8.76,Restaurant,US,37,217,19,Mobile,0,1,25.24,35.1,No,0
T0437,51.11,Grocery,US,33,1003,11,Mobile,0,5,47.1,82.8,Yes,0
T0438,12.21,Restaurant,US,24,178,20,Mobile,0,2,34.41,29.1,No,0
T0439,13.27,Restaurant,UK,36,1105,16,Mobile,0,1,14.79,3.0,No,0
T0440,11.93,Grocery,US,43,246,17,Mobile,0,1,8.31,12.4,Yes,0
T0441,8.33,Grocery,US,44,1333,7,Web,0,3,11.21,18.1,Yes,0
T0442,5.0,Other,US,64,534,23,Mobile,0,6,5.0,29.0,No,0
T0443,9.41,Electronics,IN,43,707,7,ATM,0,1,32.26,32.2,No,0
T0444,42.46,Electronics,US,51,44,4,Mobile,0,2,26.39,185.7,Yes,0
T0445,45.46,Restaurant,US,38,352,23,ATM,0,2,31.36,32.3,No,0
T0446,26.34,Other,IN,58,61,8,Web,1,2,31.73,23.2,Yes,0
T0447,26.43,Other,UK,66,141,19,Web,0,2,19.5,22.4,No,0
T0448,38.55,Restaurant,NG,44,390,19,Web,0,2,31.94,108.5,No,0
T0449,19.1,Electronics,US,26,518,22,Web,0,1,31.44,24.3,No,0
T0450,17.59,Grocery,RU,31,15,4,Mobile,1,1,39.11,76.9,No,1
T0451,47.71,Restaurant,IN,41,302,9,Mobile,0,3,41.43,14.3,Yes,0
T0452,112.36,Travel,US,43,333,0,Mobile,2,1,96.11,28.0,Yes,0
T0453,15.53,Electronics,IN,46,32,23,Mobile,0,0,14.51,42.7,No,0
T0454,39.88,Other,US,43,277,3,Mobile,0,1,5.0,41.6,No,0
T0455,13.99,Grocery,CN,38,500,23,Mobile,0,3,5.0,43.3,No,0
T0456,56.74,Travel,US,30,21,15,Mobile,0,0,72.08,67.6,No,0
T0457,449.44,Grocery,UK,42,571,17,Web,0,1,275.54,35.7,Yes,0
T0458,65.93,Electronics,US,60,343,11,Web,0,2,94.78,10.1,No,0
T0459,54.05,Grocery,Other,50,716,19,Web,0,1,58.17,43.5,No,0
T0460,56.54,Grocery,US,44,98,14,Mobile,4,2,60.62,17.7,No,0
T0461,42.49,Grocery,Other,50,716,17,Mobile,0,2,37.21,17.9,No,0
T0462,27.31,Restaurant,CN,33,39,4,Mobile,0,2,5.0,6.9,No,1
T0463,9.85,Restaurant,US,31,206,13,Mobile,0,0,5.0,120.4,No,0
T0464,36.63,Travel,BR,29,88,23,ATM,1,3,26.49,3.4,No,1
T0465,33.67,Other,Other,36,835,6,Mobile,0,1,12.65,1.9,No,0
T0466,32.25,Electronics,US,32,488,10,Mobile,0,3,29.01,64.5,No,0
T0467,46.25,Grocery,US,52,10,14,Web,0,2,67.86,61.0,Yes,0
T0468,63.71,Other,US,32,3,20,Mobile,0,4,45.62,21.6,No,0
T0469,55.25,Grocery,US,28,137,10,ATM,0,5,71.29,67.5,No,0
T0470,27.95,Other,US,61,61,6,Mobile,0,0,16.56,33.4,No,0
T0471,55.23,Grocery,US,32,398,20,ATM,0,3,24.07,65.1,Yes,0
T0472,16.55,Other,US,39,436,22,Web,0,0,5.0,39.5,No,0
T0473,7.29,Grocery,US,43,1138,19,Mobile,0,2,22.74,65.9,No,0
T0474,21.69,Other,US,24,1214,19,Mobile,0,1,16.57,74.1,No,0
T0475,36.81,Travel,NG,52,430,3,Mobile,0,1,71.93,16.7,Yes,0
T0476,6.52,Other,IN,45,2,23,Mobile,0,1,23.34,24.3,No,0
T0477,40.42,Grocery,US,56,177,0,ATM,0,1,68.24,35.1,No,0
T0478,43.68,Travel,IN,29,287,20,Web,0,3,31.11,10.6,No,0
T0479,83.34,Other,IN,39,276,1,Web,0,4,95.6,175.9,Yes,0
T0480,52.21,Travel,Other,38,369,3,Mobile,0,3,32.41,128.9,No,0
T0481,9.77,Restaurant,US,41,1293,4,Mobile,0,0,6.41,75.0,No,0
T0482,49.48,Restaurant,US,20,865,23,Mobile,0,2,68.88,11.1,Yes,0
T0483,37.73,Electronics,CN,39,46,1,Mobile,0,5,83.24,30.2,Yes,1
T0484,55.64,Restaurant,CN,20,123,1,Mobile,1,3,54.81,131.1,No,1
T0485,105.5,Travel,IN,42,716,17,Mobile,0,4,59.75,47.4,No,0
T0486,18.12,Other,RU,18,695,23,Mobile,1,2,33.37,24.3,Yes,1
T0487,27.13,Grocery,US,18,128,13,Mobile,0,1,12.21,4.8,No,0
T0488,35.8,Grocery,US,47,524,2,ATM,0,3,38.12,5.3,No,0
T0489,23.08,Other,US,31,445,20,Mobile,0,1,57.84,56.7,No,0
T0490,5.26,Other,US,26,256,17,Mobile,0,1,5.0,18.7,No,0
T0491,86.08,Electronics,BR,53,89,21,Web,0,2,124.85,34.3,No,0
T0492,5.0,Restaurant,US,41,878,9,Web,0,4,27.44,69.6,No,0
T0493,49.05,Grocery,US,48,453,5,ATM,0,2,33.39,10.1,No,0
T0494,10.17,Grocery,CN,36,74,1,Mobile,0,2,8.02,4.0,No,1
T0495,13.33,Electronics,US,70,488,19,Mobile,0,1,9.44,23.6,No,0
T0496,68.2,Electronics,Other,30,541,10,ATM,0,3,88.71,8.9,No,0
T0497,127.63,Travel,Other,58,871,17,ATM,0,3,95.5,35.7,No,0
T0498,50.38,Grocery,UK,37,100,13,ATM,0,3,51.2,40.2,No,0
T0499,28.06,Other,US,18,1795,19,Web,0,1,5.0,5.9,Yes,0
T0500,30.98,Other,US,43,66,12,Mobile,0,1,20.86,78.7,Yes,0
T0501,129.44,Restaurant,US,41,367,6,Web,0,2,141.44,1.2,No,0
T0502,118.77,Travel,US,25,428,20,ATM,1,2,151.39,21.1,Yes,0
T0503,60.55,Electronics,US,26,217,19,Web,0,1,65.41,2.4,Yes,0
T0504,119.42,Restaurant,Other,37,257,9,Web,0,1,125.45,61.4,No,0
T0505,22.92,Restaurant,US,42,886,18,Web,2,3,37.83,105.4,No,0
T0506,73.42,Grocery,RU,18,414,12,Mobile,0,1,57.47,21.4,No,0
T0507,10.19,Other,US,50,274,21,Web,1,5,21.53,19.9,No,0
T0508,22.15,Restaurant,UK,32,54,1,Web,0,3,5.0,59.3,No,0
T0509,24.71,Other,CN,22,2,19,Mobile,0,0,5.0,102.6,No,1
T0510,116.15,Restaurant,US,49,53,11,Web,0,1,152.72,109.1,No,0
T0511,29.7,Restaurant,US,37,1251,7,Mobile,0,2,5.0,43.9,Yes,0
T0512,94.85,Electronics,IN,52,577,17,Mobile,0,0,92.56,45.1,No,0
T0513,20.62,Other,IN,43,1365,1,Web,0,3,29.78,48.3,No,0
T0514,77.31,Other,IN,37,14,15,Mobile,0,1,83.99,35.5,No,0
T0515,62.75,Grocery,US,36,456,7,Mobile,0,0,68.03,37.8,No,0
T0516,5.0,Grocery,US,43,18,15,Web,0,2,24.89,5.0,No,0
T0517,99.6,Electronics,Other,33,609,7,ATM,0,3,83.31,202.7,Yes,0
T0518,21.37,Restaurant,CN,27,191,22,Mobile,0,2,13.41,3.2,Yes,0
T0519,10.67,Other,US,45,40,12,Web,2,1,5.74,32.7,No,0
T0520,15.21,Grocery,BR,36,335,5,Mobile,0,1,9.12,77.0,Yes,0
T0521,20.94,Travel,US,38,131,0,Mobile,1,1,22.6,43.7,No,0
T0522,15.85,Electronics,US,51,431,1,Mobile,0,1,25.06,5.1,No,0
T0523,15.13,Other,US,36,429,6,Mobile,0,2,5.0,40.5,No,0
T0524,28.6,Restaurant,US,38,488,12,Mobile,0,2,24.78,117.9,Yes,0
T0525,56.26,Restaurant,US,30,1955,3,Mobile,0,1,45.77,48.6,No,0
T0526,116.38,Electronics,US,43,195,8,Mobile,0,3,155.86,75.6,Yes,0
T0527,181.45,Electronics,US,42,250,18,Web,0,2,162.39,31.0,Yes,0
T0528,335.22,Grocery,RU,48,653,19,Mobile,0,0,329.64,18.7,No,0
T0529,49.95,Grocery,IN,31,345,2,Mobile,0,2,39.19,11.2,Yes,0
T0530,31.52,Other,UK,32,15,22,Mobile,0,3,36.92,94.6,No,0
T0531,75.11,Restaurant,CN,47,740,1,Mobile,0,3,81.58,61.3,Yes,0
T0532,11.67,Other,US,41,21,15,Mobile,0,3,5.0,9.8,No,0
T0533,29.13,Other,UK,27,74,9,Mobile,0,1,44.24,40.1,No,0
T0534,54.56,Travel,RU,53,43,11,Web,0,3,49.5,61.8,No,0
T0535,14.36,Restaurant,US,18,32,17,Web,0,1,19.04,42.0,No,0
T0536,98.0,Other,US,47,10,1,Web,0,4,67.01,149.3,No,0
T0537,58.54,Restaurant,US,22,22,13,Mobile,0,1,22.12,10.2,No,1
T0538,25.22,Grocery,NG,60,233,11,ATM,0,1,20.93,62.6,No,0
T0539,54.89,Electronics,US,19,116,19,Mobile,0,1,56.55,47.9,No,0
T0540,29.42,Grocery,NG,51,54,23,Mobile,0,3,26.21,125.6,Yes,0
T0541,6.4,Other,UK,37,430,23,ATM,0,2,5.0,99.2,No,0
T0542,109.72,Restaurant,IN,33,102,23,Mobile,0,2,88.5,52.3,No,0
T0543,34.19,Grocery,BR,40,7,7,ATM,2,0,28.83,28.6,Yes,1
T0544,48.74,Restaurant,IN,45,216,22,Mobile,0,1,57.94,9.0,Yes,0
T0545,70.12,Restaurant,US,27,148,21,Mobile,0,3,74.17,81.2,No,0
T0546,5.95,Electronics,US,28,153,6,Web,0,2,5.4,87.0,No,0
T0547,32.01,Grocery,BR,45,235,12,Mobile,0,1,36.24,22.5,No,0
T0548,17.88,Restaurant,US,18,442,14,Mobile,0,1,23.93,12.8,No,0
T0549,147.99,Travel,US,30,383,13,Mobile,0,5,94.04,134.2,No,0
T0550,34.81,Restaurant,US,74,1107,4,Web,1,4,24.93,31.6,No,0
T0551,31.61,Travel,CN,26,291,7,Mobile,0,3,36.59,66.6,No,0
T0552,24.22,Other,US,51,255,17,Web,0,3,24.53,48.6,No,0
T0553,175.4,Travel,UK,30,96,4,Web,5,0,118.12,60.1,No,1
T0554,17.85,Travel,US,44,563,22,Mobile,0,3,21.93,0.9,Yes,0
T0555,13.2,Other,US,45,60,8,Web,0,2,24.0,49.2,No,0
T0556,16.1,Electronics,IN,51,270,9,ATM,0,4,22.05,39.9,No,0
T0557,19.5,Grocery,US,35,218,16,ATM,0,2,19.28,70.0,No,0
T0558,35.18,Grocery,UK,61,429,2,Mobile,0,2,51.77,138.8,Yes,0
T0559,72.67,Restaurant,RU,30,998,0,Web,0,0,42.73,88.6,No,0
T0560,16.08,Restaurant,BR,40,1171,6,Web,0,2,5.0,29.2,No,1
T0561,160.27,Restaurant,US,40,73,14,Web,0,2,147.72,45.3,Yes,0
T0562,50.06,Grocery,NG,24,121,18,Mobile,0,2,73.59,13.6,No,0
T0563,8.65,Grocery,IN,34,667,7,Mobile,0,1,23.3,0.1,No,0
T0564,5.36,Grocery,NG,39,292,10,Mobile,0,3,5.0,7.8,Yes,0
T0565,37.24,Electronics,US,32,241,1,Mobile,0,3,56.29,3.7,No,0
T0566,18.69,Travel,US,67,496,19,Mobile,0,1,9.73,69.3,No,0
T0567,15.15,Electronics,CN,27,368,1,Web,0,3,8.28,10.4,No,0
T0568,19.89,Electronics,NG,52,1412,10,Mobile,0,3,5.0,5.9,No,0
T0569,20.07,Other,US,48,350,19,Web,0,5,13.9,16.8,No,0
T0570,46.85,Electronics,US,37,250,16,Mobile,0,3,38.66,135.6,No,0
T0571,58.15,Travel,US,27,313,9,Mobile,0,0,65.59,16.1,No,0
T0572,33.15,Restaurant,US,28,661,4,Mobile,0,1,47.25,53.5,Yes,0
T0573,45.83,Electronics,US,31,379,2,Web,0,1,39.43,89.7,No,0
T0574,13.47,Restaurant,US,18,416,8,Mobile,0,4,23.5,88.3,No,0
T0575,26.16,Other,NG,25,1422,19,Web,0,1,35.12,143.9,No,0
T0576,44.0,Other,US,20,385,21,Mobile,0,0,62.19,22.5,No,0
T0577,37.52,Grocery,IN,54,191,1,Mobile,0,1,30.94,33.5,No,0
T0578,77.6,Other,US,45,470,22,Mobile,0,3,55.25,13.6,No,0
T0579,39.4,Travel,US,47,430,18,Mobile,0,4,30.64,3.4,No,0
T0580,5.0,Grocery,US,45,5,16,Mobile,0,5,36.97,191.2,Yes,0
T0581,20.47,Electronics,US,40,251,11,Mobile,0,2,5.0,100.7,No,0
T0582,179.53,Other,RU,55,543,19,Web,0,1,206.58,18.9,No,0
T0583,19.6,Travel,NG,30,276,8,Mobile,0,2,6.25,78.0,Yes,1
T0584,29.4,Electronics,US,39,604,22,Mobile,0,0,5.0,88.5,Yes,0
T0585,5.0,Restaurant,US,46,239,3,Mobile,0,3,5.0,14.1,Yes,0
T0586,12.71,Grocery,US,22,1637,17,Mobile,0,2,9.27,135.7,Yes,0
T0587,17.8,Grocery,NG,75,138,15,Mobile,1,2,5.0,19.3,No,1
T0588,250.08,Grocery,RU,38,38,20,Web,0,1,232.63,42.0,No,0
T0589,36.4,Grocery,US,39,224,23,ATM,0,3,19.79,79.9,Yes,0
T0590,30.74,Grocery,IN,53,312,9,Mobile,0,1,22.81,44.6,No,0
T0591,26.29,Grocery,BR,48,171,21,Web,0,0,37.52,15.0,Yes,1
T0592,9.87,Restaurant,US,38,110,11,Web,0,2,18.62,135.0,No,0
T0593,105.78,Grocery,US,39,445,10,Mobile,0,1,99.89,0.2,No,0
T0594,6.37,Electronics,CN,19,189,4,Mobile,0,0,16.08,37.2,Yes,0
T0595,31.68,Other,RU,31,399,19,Mobile,0,0,29.5,2.3,No,1
T0596,5.0,Electronics,US,44,603,10,Mobile,1,4,13.64,53.2,Yes,0
T0597,20.29,Restaurant,US,43,572,15,Web,0,0,11.98,2.2,No,0
T0598,5.0,Grocery,US,52,188,14,Mobile,1,2,5.0,2.9,Yes,0
T0599,16.35,Grocery,US,36,335,5,Web,0,3,12.72,34.0,Yes,0
T0600,89.87,Grocery,IN,21,238,12,Web,0,2,93.5,58.2,No,0
T0601,8.4,Grocery,US,50,818,15,Mobile,0,2,5.0,27.3,No,0
T0602,19.99,Grocery,IN,55,843,2,Mobile,0,2,11.08,122.7,No,0
T0603,87.87,Grocery,NG,48,168,17,Web,0,0,105.96,130.9,No,0
T0604,319.26,Grocery,US,36,38,0,ATM,0,0,317.94,29.8,Yes,0
T0605,46.14,Grocery,US,50,73,16,Web,0,0,66.98,46.1,Yes,0
T0606,22.76,Electronics,US,79,182,19,Mobile,0,4,10.17,193.3,No,0
T0607,26.66,Grocery,IN,39,332,5,Mobile,1,2,26.13,86.2,No,0
T0608,18.11,Electronics,US,22,427,8,ATM,0,3,31.51,7.2,No,0
T0609,29.07,Travel,UK,30,161,3,Web,0,1,5.0,3.7,No,1
T0610,706.4,Restaurant,NG,45,440,6,Mobile,0,1,698.54,42.1,Yes,0
T0611,94.68,Grocery,US,18,1110,22,Web,0,1,128.13,92.5,No,0
T0612,66.2,Restaurant,CN,40,422,21,Mobile,2,1,56.71,70.8,No,0
T0613,52.43,Restaurant,Other,42,69,10,Mobile,0,3,47.08,49.2,Yes,0
T0614,40.87,Grocery,US,56,346,22,Mobile,0,2,60.49,90.1,No,0
T0615,41.57,Other,US,53,312,2,Web,0,2,36.89,7.0,Yes,0
T0616,187.24,Other,Other,48,818,15,Mobile,0,1,208.61,31.8,Yes,0
T0617,42.24,Grocery,Other,18,172,5,Mobile,0,2,75.0,77.9,No,0
T0618,29.37,Grocery,US,49,219,6,Web,0,2,22.47,8.7,No,0
T0619,12.88,Restaurant,US,46,365,11,Web,0,0,16.98,23.4,No,0
T0620,42.03,Restaurant,US,41,297,6,Mobile,0,2,43.29,30.7,No,0
T0621,20.03,Grocery,Other,18,507,21,Mobile,0,1,13.63,3.9,No,0
T0622,30.8,Grocery,US,28,16,18,Mobile,0,5,28.44,1.1,Yes,0
T0623,14.02,Electronics,US,23,331,21,Mobile,0,4,13.5,35.4,No,0
T0624,39.02,Travel,BR,18,51,15,Mobile,0,0,47.62,118.7,Yes,0
T0625,18.95,Restaurant,US,37,151,17,Mobile,0,4,37.87,5.4,No,0
T0626,10.28,Electronics,UK,28,433,9,Mobile,0,2,5.0,6.9,No,0
T0627,129.34,Electronics,US,69,68,0,ATM,0,0,97.55,3.0,No,0
T0628,8.57,Restaurant,NG,35,147,7,ATM,0,2,5.0,22.5,No,0
T0629,16.72,Grocery,US,53,485,2,Mobile,1,2,5.0,25.0,Yes,1
T0630,53.43,Grocery,IN,19,420,15,Mobile,0,3,63.04,204.7,No,0
T0631,99.48,Restaurant,IN,31,38,23,Mobile,0,0,120.77,86.5,No,0
T0632,35.55,Other,US,39,344,2,Mobile,0,3,34.18,22.7,No,0
T0633,32.36,Travel,US,27,63,1,Web,0,1,22.64,24.0,Yes,0
T0634,9.85,Travel,US,32,116,11,Web,0,1,5.0,26.9,No,0
T0635,18.36,Grocery,US,35,245,7,Web,1,4,14.1,44.6,No,0
T0636,6.73,Electronics,BR,35,46,18,ATM,0,0,5.0,104.6,Yes,0
T0637,30.79,Travel,BR,60,2023,23,ATM,0,2,5.0,13.0,No,0
T0638,59.16,Grocery,US,42,72,17,Mobile,0,2,69.68,14.1,Yes,0
T0639,53.93,Grocery,UK,43,608,19,ATM,0,2,39.79,232.5,No,0
T0640,6.24,Electronics,UK,44,708,14,Mobile,2,4,5.0,33.6,Yes,0
T0641,67.95,Grocery,BR,45,2078,16,Web,1,1,99.66,57.7,No,1
T0642,132.79,Electronics,US,37,223,17,Mobile,0,2,128.4,82.6,No,0
T0643,25.11,Grocery,US,34,828,17,Mobile,0,0,34.91,33.6,No,0
T0644,176.97,Electronics,US,40,1263,8,Mobile,0,4,138.84,0.8,No,0
T0645,23.28,Grocery,US,51,75,4,Mobile,0,3,24.38,69.2,No,0
T0646,7.78,Other,US,51,261,10,Web,0,4,5.0,43.7,No,0
T0647,31.51,Travel,US,35,24,3,ATM,1,0,37.56,105.1,No,0
T0648,27.09,Restaurant,US,47,387,9,Mobile,0,3,5.0,80.6,No,0
T0649,105.27,Restaurant,IN,35,348,3,Mobile,0,0,135.92,25.1,No,0
T0650,13.5,Travel,US,38,91,22,Mobile,3,3,5.0,2.2,Yes,0
T0651,54.37,Grocery,US,32,639,2,Mobile,2,0,33.12,39.9,No,0
T0652,6.54,Travel,US,35,15,15,Mobile,0,1,5.0,198.6,No,0
T0653,21.18,Travel,US,54,656,20,Mobile,1,2,20.4,9.4,No,0
T0654,25.03,Restaurant,UK,39,10,10,Mobile,0,1,26.33,35.4,No,0
T0655,22.08,Electronics,US,39,427,8,ATM,0,3,22.78,6.4,No,0
T0656,7.65,Grocery,US,20,32,0,Web,0,6,5.0,140.0,Yes,0
T0657,21.22,Grocery,US,34,115,9,Mobile,0,1,5.0,87.8,No,0
T0658,37.71,Electronics,US,35,511,11,ATM,0,1,41.26,38.5,No,0
